DateOfOffence,Issue_Date,Location,Section_No,AreaName,Latitude,Longitude
22/12/2020 00:00,29/03/2021 00:00,Ballyboggan Road Bring Centre,3.1,CENTRAL,53.3757932,-6.2977186
22/12/2020 00:00,29/03/2021 00:00,Ballyboggan Road Bring Centre,3.1,CENTRAL,53.3757932,-6.2977186
22/12/2020 00:00,29/03/2021 00:00,Ballyboggan Road Bring Centre,3.1,CENTRAL,53.3757932,-6.2977186
21/12/2020 00:00,29/03/2021 00:00,Ballyboggan Road Bring Centre,3.1,CENTRAL,53.3757932,-6.2977186
19/12/2020 00:00,29/03/2021 00:00,Ballymun Road Bring Centre,3.1,NORTH WEST,53.3853859,-6.2651986
23/12/2020 00:00,29/03/2021 00:00,Ballymun Road Bring Centre,3.1,NORTH WEST,53.3853859,-6.2651986
24/12/2020 00:00,29/03/2021 00:00,Ballymun Road Bring Centre,3.1,NORTH WEST,53.3853859,-6.2651986
24/12/2020 00:00,29/03/2021 00:00,Ballymun Road Bring Centre,3.1,NORTH WEST,53.3853859,-6.2651986
25/12/2020 00:00,29/03/2021 00:00,Ballymun Road Bring Centre,3.1,NORTH WEST,53.3853859,-6.2651986
25/12/2020 00:00,29/03/2021 00:00,Ballymun Road Bring Centre,3.1,NORTH WEST,53.3853859,-6.2651986
27/12/2020 00:00,29/03/2021 00:00,`Ballymun Road Bring Centre,3.1,NORTH WEST,53.3853859,-6.2651986
29/12/2020 00:00,29/03/2021 00:00,Ballymun Road Bring Centre,3.1,NORTH WEST,53.3853859,-6.2651986
30/12/2020 00:00,29/03/2021 00:00,Ballymun Road Bring Centre,3.1,NORTH WEST,53.3853859,-6.2651986
30/12/2020 00:00,29/03/2021 00:00,Ballymun Road Bring Centre,3.1,NORTH WEST,53.3853859,-6.2651986
30/12/2020 00:00,29/03/2021 00:00,Ballymun Road Bring Centre,3.1,NORTH WEST,53.3853859,-6.2651986
30/12/2020 00:00,29/03/2021 00:00,Ballymun Library Bring Centre,3.1,NORTH WEST,53.390409,-6.2651894
30/12/2020 00:00,29/03/2021 00:00,Ballymun Library Bering Centre,3.1,NORTH WEST,53.390409,-6.2651894
28/12/2020 00:00,29/03/2021 00:00,Ballymun Library Bring Centre,3.1,NORTH WEST,53.390409,-6.2651894
20/12/2020 00:00,29/03/2021 00:00,Raheny Library Bring Centre,3.1,NORTH CENTRAL,53.3799862,-6.1730329
26/12/2020 00:00,29/03/2021 00:00,Raheny Library Bring Centre,3.1,NORTH CENTRAL,53.3799862,-6.1730329
27/12/2020 00:00,29/03/2021 00:00,Raheny Library Bring Centre,3.1,NORTH CENTRAL,53.3799862,-6.1730329
27/12/2020 00:00,29/03/2021 00:00,Raheny Library Bring Centre,3.1,NORTH CENTRAL,53.3799862,-6.1730329
27/12/2020 00:00,29/03/2021 00:00,Raheny Library Bring Centre,3.1,NORTH CENTRAL,53.3799862,-6.1730329
27/12/2020 00:00,30/03/2021 00:00,Raheny Library Bring Centre,3.1,NORTH CENTRAL,53.3799862,-6.1730329
27/12/2020 00:00,30/03/2021 00:00,Raheny Library Bring Centre,3.1,NORTH CENTRAL,53.3799862,-6.1730329
27/12/2020 00:00,30/03/2021 00:00,Raheny Library Bring Centre,3.1,NORTH CENTRAL,53.3799862,-6.1730329
28/12/2020 00:00,30/03/2021 00:00,Raheny Library Bring Centre,3.1,NORTH CENTRAL,53.3799862,-6.1730329
29/12/2020 00:00,30/03/2021 00:00,Rasheny Library Bring Centre,3.1,NORTH CENTRAL,53.3799862,-6.1730329
28/12/2020 00:00,30/03/2021 00:00,Whitehall Church Bring Centre,3.1,NORTH CENTRAL,53.3868698,-6.2545437
19/12/2020 00:00,30/03/2021 00:00,Whitehall Church Bring Centre,3.1,NORTH CENTRAL,53.3868698,-6.2545437
05/12/2020 00:00,30/03/2021 00:00,Ballymun Library Bring Centre,3.1,NORTH WEST,53.390409,-6.2651894
11/12/2020 00:00,30/03/2021 00:00,Tonlegee Road Bring Centre,3.1,NORTH CENTRAL,53.3907807,-6.1833268
08/12/2020 00:00,30/03/2021 00:00,Tonlegee Road Bring Centre,3.1,NORTH CENTRAL,53.3907807,-6.1833268
15/12/2020 00:00,30/03/2021 00:00,Sundrive Road Bring Centrer,3.1,SOUTH EAST,53.3258574,-6.2894289
15/12/2020 00:00,30/03/2021 00:00,Sundrive Road Bring Centre,3.1,SOUTH EAST,53.3258574,-6.2894289
14/12/2020 00:00,30/03/2021 00:00,Sundrive Road Bring Centre,3.1,SOUTH EAST,53.3258574,-6.2894289
04/12/2020 00:00,30/03/2021 00:00,Raheny Library Bring Centre,3.1,NORTH CENTRAL,53.3799862,-6.1730329
27/11/2020 00:00,30/03/2021 00:00,Raheny Library Bring Centre,3.1,NORTH CENTRAL,53.3799862,-6.1730329
18/12/2020 00:00,30/03/2021 00:00,Raheny Library Bring Centre,3.1,NORTH CENTRAL,53.3799862,-6.1730329
15/12/2020 00:00,30/03/2021 00:00,Raheny Library Bring Centre,3.1,NORTH CENTRAL,53.3799862,-6.1730329
20/12/2020 00:00,30/03/2021 00:00,Raheny Library Bring Centre,3.1,NORTH CENTRAL,53.3799862,-6.1730329
25/03/2021 00:00,30/03/2021 00:00,Meath Street,3.1,SOUTH CENTRAL,53.341312,-6.2786353
25/03/2021 00:00,30/03/2021 00:00,rIALTO cOTTAGES,3.1,SOUTH CENTRAL,53.337003,-6.2961705
23/03/2021 00:00,30/03/2021 00:00,Benbulben Road,3.1,SOUTH CENTRAL,53.3334092,-6.3114221
15/01/2021 00:00,01/04/2021 00:00,Kylemore Park Bring Centre,3.1,SOUTH CENTRAL,53.3868698,-6.2545437
14/01/2021 00:00,01/04/2021 00:00,Tonlegee Road Bring Centre,3.1,NORTH CENTRAL,53.3907807,-6.1833268
11/01/2021 00:00,01/04/2021 00:00,Tonlegee Road Bring Centre,3.1,NORTH CENTRAL,53.3907807,-6.1833268
12/01/2021 00:00,01/04/2021 00:00,Tonlegee Road Bring Centre,3.1,NORTH CENTRAL,53.3907807,-6.1833268
12/01/2021 00:00,01/04/2021 00:00,Tonlegee road Bring Centre,3.1,NORTH CENTRAL,53.3907807,-6.1833268
08/02/2021 00:00,08/04/2021 00:00,"Le Fanu Road, Ballyfermot",3.1,SOUTH CENTRAL,53.3401337,-6.3558349
09/02/2021 00:00,08/04/2021 00:00,Tyrconnell Road,3.1,SOUTH CENTRAL,53.3372483,-6.3244177
10/02/2021 00:00,08/04/2021 00:00,Le Fanu Road,3.1,SOUTH CENTRAL,53.3401337,-6.3558349
10/02/2021 00:00,08/04/2021 00:00,Kylemore Park North,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
26/03/2021 00:00,08/04/2021 00:00,Cherry Orchard Green,3.1,SOUTH CENTRAL,53.3395985,-6.376734
30/03/2021 00:00,08/04/2021 00:00,Reilly's Avenue,3.1,SOUTH CENTRAL,53.3339019,-6.2899412
30/03/2021 00:00,08/04/2021 00:00,Reilly's Avenue,3.1,SOUTH CENTRAL,53.3339019,-6.2899412
31/03/2021 00:00,08/04/2021 00:00,Public Laneeway off Colepark Road,3.1,SOUTH CENTRAL,53.3436509,-6.3536626
02/04/2021 00:00,08/04/2021 00:00,Botanic Road,3.1,NORTH CENTRAL,53.3691019,-6.2694315
29/12/2020 00:00,08/04/2021 00:00,Kylemore Park North,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
29/12/2020 00:00,08/04/2021 00:00,Kylemore Park North,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
29/12/2020 00:00,08/04/2021 00:00,Kylemore Park North,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
29/12/2020 00:00,08/04/2021 00:00,Kylemore Park North,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
29/12/2020 00:00,08/04/2021 00:00,Kylemore Park North,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
29/12/2020 00:00,08/04/2021 00:00,Kylemore Park north,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
29/12/2020 00:00,08/04/2021 00:00,Kylemore Park North,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
29/12/2020 00:00,08/04/2021 00:00,Kylemore Park North,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
29/12/2020 00:00,08/04/2021 00:00,Kylemore Park North,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
22/12/2020 00:00,09/04/2021 00:00,Alfie Byrne Road Bring Centre,3.1,NORTH CENTRAL,53.3610652,-6.2282948
22/12/2020 00:00,09/04/2021 00:00,Alfie Byrne Road Bring Centre,3.1,NORTH CENTRAL,53.3610652,-6.2282948
22/12/2020 00:00,09/04/2021 00:00,Alfie Byrne Road Bring Centre,3.1,NORTH CENTRAL,53.3610652,-6.2282948
01/01/2021 00:00,09/04/2021 00:00,Alfie Byrne Road Bring Centre,3.1,NORTH CENTRAL,53.3610652,-6.2282948
13/03/2021 00:00,15/04/2021 00:00,South William Street,3.1,SOUTH EAST,53.3421854,-6.2625291
29/12/2020 00:00,08/04/2021 00:00,Kylemore Park north,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
03/03/2021 00:00,21/04/2021 00:00,Carton Way,3.1,NORTH WEST,53.402829,-6.2722561
20/12/2020 00:00,21/04/2021 00:00,Ballymun Library Bring Centre,3.1,NORTH WEST,53.390409,-6.2651894
21/12/2020 00:00,21/04/2021 00:00,Ballymun Library Bring Centre,3.1,NORTH WEST,53.390409,-6.2651894
20/12/2020 00:00,21/04/2021 00:00,Ballymun Library Bring Centre,3.1,NORTH WEST,53.390409,-6.2651894
14/01/2021 00:00,27/04/2021 00:00,Tonlegee Road Bring Centre,3.1,NORTH CENTRAL,53.3907807,-6.1833268
15/01/2021 00:00,27/04/2021 00:00,Tonlegee Road Bring Centre,3.1,NORTH CENTRAL,53.3907807,-6.1833268
15/01/2021 00:00,27/04/2021 00:00,Tonlegee Road Bring Centre,3.1,NORTH CENTRAL,53.3907807,-6.1833268
30/11/2020 00:00,27/04/2021 00:00,Ballymun Library Bring Centre,3.1,NORTH WEST,53.390409,-6.2651894
30/11/2020 00:00,27/04/2021 00:00,Ballymun L:ibrary Bring Centre,3.1,NORTH WEST,53.390409,-6.2651894
02/01/2021 00:00,27/04/2021 00:00,Ballyfermot SC Tesco,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
08/02/2021 00:00,27/04/2021 00:00,Whitehall Church Bring Centre,3.1,NORTH CENTRAL,53.3868698,-6.2545437
11/02/2021 00:00,27/04/2021 00:00,Whitehall Church Bring Centre,3.1,NORTH CENTRAL,53.3868698,-6.2545437
12/02/2021 00:00,27/04/2021 00:00,Whitehall Church Bring Centre,3.1,NORTH CENTRAL,53.3868698,-6.2545437
13/02/2021 00:00,27/04/2021 00:00,Whitehall Church Bring Centre,3.1,NORTH CENTRAL,53.3868698,-6.2545437
21/04/2021 00:00,27/04/2021 00:00,Robert Street,3.1,SOUTH CENTRAL,53.3622341,-6.2541442
19/04/2021 00:00,27/04/2021 00:00,Cook Street,3.1,SOUTH CENTRAL,53.3441679,-6.2740485
17/04/2021 00:00,27/04/2021 00:00,Windmill Park,3.1,SOUTH CENTRAL,53.3789833,-6.3981519
06/04/2021 00:00,27/04/2021 00:00,Tryconnell Road,3.1,SOUTH CENTRAL,53.3372483,-6.3244177
22/12/2020 00:00,28/04/2021 00:00,Clontarf Bring Centre,3.1,NORTH CENTRAL,53.3868698,-6.2545437
22/12/2020 00:00,28/04/2021 00:00,Clontarf Bring Centre,3.1,NORTH CENTRAL,53.3868698,-6.2545437
22/12/2020 00:00,28/04/2021 00:00,Clontarf Bring Centre,3.1,NORTH CENTRAL,53.3868698,-6.2545437
22/12/2020 00:00,28/04/2021 00:00,Clontarf Bring Centre,3.1,NORTH CENTRAL,53.3868698,-6.2545437
23/12/2020 00:00,28/04/2021 00:00,Clontarf Bring Centre,3.1,NORTH CENTRAL,53.3868698,-6.2545437
24/12/2020 00:00,28/04/2021 00:00,Clontarf Bring Centre,3.1,NORTH CENTRAL,53.3868698,-6.2545437
27/12/2020 00:00,28/04/2021 00:00,Clontarf Bring Centre,3.1,NORTH CENTRAL,53.3868698,-6.2545437
27/12/2020 00:00,28/04/2021 00:00,Clontarf Bring Centre,3.1,NORTH CENTRAL,53.3868698,-6.2545437
30/12/2020 00:00,28/04/2021 00:00,Clontarf Bring Centre,3.1,NORTH CENTRAL,53.3868698,-6.2545437
31/12/2020 00:00,28/04/2021 00:00,Clontarf Bring Centre,3.1,NORTH CENTRAL,53.3868698,-6.2545437
31/12/2020 00:00,28/04/2021 00:00,Clontarf Bring Centre,3.1,NORTH CENTRAL,53.3868698,-6.2545437
19/04/2021 00:00,29/04/2021 00:00,Lissadel Road,3.1,SOUTH CENTRAL,53.3284945,-6.312735
21/04/2021 00:00,29/04/2021 00:00,Public Laneway off Colepark Road,3.1,SOUTH CENTRAL,53.3436509,-6.3536626
13/04/2021 00:00,29/04/2021 00:00,Kylemore Park North,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
06/04/2021 00:00,29/04/2021 00:00,Reilly's Avenue,3.1,SOUTH CENTRAL,53.3339019,-6.2899412
16/04/2021 00:00,29/04/2021 00:00,Kylemore Park North,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
22/04/2021 00:00,29/04/2021 00:00,Leinster Road,6.2,SOUTH EAST,53.322856,-6.272303
19/02/2021 00:00,29/04/2021 00:00,Sunshine Industrial Estate Crumlin Dublin 12,3.1,SOUTH CENTRAL,53.32929379999999,-6.304802400000001
01/01/2021 00:00,29/04/2021 00:00,Tonlegee Road Bring Centre,3.1,NORTH CENTRAL,53.3907807,-6.1833268
01/01/2021 00:00,29/04/2021 00:00,Tonlegee Road Bring Centre,3.1,NORTH CENTRAL,53.3907807,-6.1833268
01/01/2021 00:00,29/04/2021 00:00,Tonlegee Road Bring Centre,3.1,NORTH CENTRAL,53.3907807,-6.1833268
01/01/2021 00:00,29/04/2021 00:00,Tonlegee Road Bring Centre,3.1,NORTH CENTRAL,53.3907807,-6.1833268
02/01/2021 00:00,29/04/2021 00:00,Tonlegee Road Bring Centre,3.1,NORTH CENTRAL,53.3907807,-6.1833268
25/01/2021 00:00,29/04/2021 00:00,Tonlegee Road Bring Centre,3.1,NORTH CENTRAL,53.3907807,-6.1833268
25/01/2021 00:00,29/04/2021 00:00,Tonlegee Road Bring Centre,3.1,NORTH CENTRAL,53.3907807,-6.1833268
26/01/2021 00:00,29/04/2021 00:00,tonlegee Road Bring Centre,3.1,NORTH CENTRAL,53.3907807,-6.1833268
26/01/2021 00:00,29/04/2021 00:00,Tonlegee Road Bring Centre,3.1,NORTH CENTRAL,53.3907807,-6.1833268
01/01/2021 00:00,29/04/2021 00:00,Ballymun Library Bring Centre,3.1,NORTH WEST,53.390409,-6.2651894
01/01/2021 00:00,29/04/2021 00:00,Ballymun Library Bring Centre,3.1,NORTH WEST,53.390409,-6.2651894
02/01/2021 00:00,29/04/2021 00:00,Ballymun Library Bring Centre,3.1,NORTH WEST,53.390409,-6.2651894
03/01/2021 00:00,29/04/2021 00:00,Ballymun Library Bring Centre,3.1,NORTH WEST,53.390409,-6.2651894
03/01/2021 00:00,29/04/2021 00:00,Ballymun Road Bring Centre,3.1,NORTH WEST,53.3853859,-6.2651986
03/01/2021 00:00,29/04/2021 00:00,Ballymun Library Bring Centre,3.1,NORTH WEST,53.390409,-6.2651894
04/01/2021 00:00,29/04/2021 00:00,Ballymun Library Bring Centre,3.1,NORTH WEST,53.390409,-6.2651894
16/04/2021 00:00,10/05/2021 00:00,Marrowbone Lane,3.1,SOUTH CENTRAL,53.3400529,-6.2855372
01/05/2021 00:00,10/05/2021 00:00,Mount Jerome Cemetry,3.1,SOUTH EAST,53.3242254,-6.2828114
01/05/2021 00:00,10/05/2021 00:00,Mount Jerome Cemetary,3.1,SOUTH EAST,53.3242254,-6.2828114
30/04/2021 00:00,10/05/2021 00:00,Kimage Road West,3.1,SOUTH EAST,53.3135988,-6.3088087
12/01/2021 00:00,10/05/2021 00:00,Kylemore Park North,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
12/01/2021 00:00,10/05/2021 00:00,Kylemore Park North,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
13/01/2021 00:00,10/05/2021 00:00,Kylemore Park North,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
13/01/2021 00:00,10/05/2021 00:00,Kylemore Park North,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
13/01/2021 00:00,10/05/2021 00:00,Kylemore Park North,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
13/01/2021 00:00,10/05/2021 00:00,Kylemore Park North,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
13/01/2021 00:00,10/05/2021 00:00,Kylemore Park North,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
13/01/2021 00:00,10/05/2021 00:00,Kylemore Park North,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
13/01/2021 00:00,10/05/2021 00:00,Kylemore Park north,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
14/01/2021 00:00,10/05/2021 00:00,Kylemore Park North,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
14/01/2021 00:00,10/05/2021 00:00,Kylemore Park North,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
14/01/2021 00:00,10/05/2021 00:00,kYLEMORE pARK nORTH,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
12/02/2021 00:00,13/05/2021 00:00,Kylemore Park North,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
12/02/2021 00:00,13/05/2021 00:00,Kylemore Park North,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
13/02/2021 00:00,13/05/2021 00:00,Kylemore Park North,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
14/02/2021 00:00,13/05/2021 00:00,Kylemore Park North,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
14/02/2021 00:00,13/05/2021 00:00,Kylemore Park North,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
13/05/2021 00:00,20/05/2021 00:00,Rialto Cottages,3.1,SOUTH CENTRAL,53.337003,-6.2961705
11/05/2021 00:00,20/05/2021 00:00,meath Street,3.1,SOUTH CENTRAL,53.341312,-6.2786353
13/05/2021 00:00,20/05/2021 00:00,Ballyfermot Road,3.1,SOUTH CENTRAL,53.3426708,-6.3575676
13/05/2021 00:00,20/05/2021 00:00,Public Park Turvey Avenue,3.1,SOUTH CENTRAL,53.3412251,-6.3127832
23/04/2021 00:00,20/05/2021 00:00,Rialto Court,3.1,SOUTH CENTRAL,53.3376161,-6.2964135
27/04/2021 00:00,20/05/2021 00:00,Thomas street,3.1,SOUTH CENTRAL,53.3430729,-6.2804465
07/05/2021 00:00,20/05/2021 00:00,claddagh Green,3.1,SOUTH CENTRAL,53.3410685,-6.3672804
04/05/2021 00:00,20/05/2021 00:00,Rafters Lane,3.1,SOUTH CENTRAL,53.3273708,-6.3127741
03/02/2021 00:00,20/05/2021 00:00,Ballyfermot SC,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
01/02/2021 00:00,20/05/2021 00:00,Ballyfermot SC,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
10/02/2021 00:00,20/05/2021 00:00,Ballyfermot SC,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
07/02/2021 00:00,20/05/2021 00:00,Ballyfermot SC,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
04/02/2021 00:00,20/05/2021 00:00,Ballyfermot SC,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
14/02/2021 00:00,20/05/2021 00:00,Ballyfermot SC,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
25/04/2021 00:00,21/05/2021 00:00,Swan Yard,3.1,SOUTH EAST,53.3415972,-6.260833
02/05/2021 00:00,21/05/2021 00:00,annes Lane south,3.1,SOUTH EAST,53.3407303,-6.2597942
21/05/2021 00:00,25/05/2021 00:00,Walker Cottages,6.2,SOUTH EAST,53.3261474,-6.2603807
01/02/2021 00:00,25/05/2021 00:00,Tolka Valley BC,3.1,NORTH WEST,53.7266683,-127.6476206
07/02/2021 00:00,25/05/2021 00:00,Tolka Valley BC,3.1,NORTH WEST,53.7266683,-127.6476206
10/02/2021 00:00,25/05/2021 00:00,Tolka Valley BC,3.1,NORTH WEST,53.7266683,-127.6476206
06/02/2021 00:00,25/05/2021 00:00,Ballymun Library Bring Centre,3.1,NORTH WEST,53.390409,-6.2651894
04/02/2021 00:00,25/05/2021 00:00,Tolka Valley BC,3.1,NORTH WEST,53.7266683,-127.6476206
08/02/2021 00:00,25/05/2021 00:00,Tolka Valley BC,3.1,NORTH WEST,53.7266683,-127.6476206
20/02/2021 00:00,25/05/2021 00:00,Tolka Valley BC,3.1,NORTH WEST,53.7266683,-127.6476206
24/02/2021 00:00,25/05/2021 00:00,Tolka Valley BC,3.1,NORTH WEST,53.7266683,-127.6476206
27/05/2021 00:00,02/06/2021 00:00,Public Laneway off Colepark Road,3.1,SOUTH CENTRAL,53.3436509,-6.3536626
25/05/2021 00:00,02/06/2021 00:00,Kylemore Park North,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
27/05/2021 00:00,02/06/2021 00:00,Meath Street,3.1,SOUTH CENTRAL,53.341312,-6.2786353
13/03/2021 00:00,02/06/2021 00:00,Ballyfermot SC,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
13/03/2021 00:00,02/06/2021 00:00,Ballyfermot SC,3.1,SOUTH CENTRAL,53.3422507,-6.353559799999999
23/05/2021 00:00,02/06/2021 00:00,Rutland Grove,3.1,SOUTH EAST,53.3249571,-6.2877758
30/03/2021 00:00,04/06/2021 00:00,Ballymun Library BC,3.1,NORTH WEST,53.390409,-6.2651894
28/05/2021 00:00,04/06/2021 00:00,Meath Street,3.1,SOUTH CENTRAL,53.341312,-6.2786353
19/04/2021 00:00,10/06/2021 00:00,Bring Centre Ballyboggan Road,3.1,CENTRAL,53.3757932,-6.2977186
16/04/2021 00:00,10/06/2021 00:00,Bring Centre Ballyboggan Road,3.1,CENTRAL,53.3757932,-6.2977186
15/04/2021 00:00,10/06/2021 00:00,Bring Centre Ballyboggan road,3.1,CENTRAL,53.3757932,-6.2977186
13/04/2021 00:00,10/06/2021 00:00,Bring Centre Ballyboggan Road,3.1,CENTRAL,53.3757932,-6.2977186
23/05/2021 00:00,10/06/2021 00:00,Bring Centre Kylemore Park North,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
03/05/2021 00:00,10/06/2021 00:00,Bring Centre Ballymun Road,3.1,NORTH WEST,53.4058608,-6.2777923
02/05/2021 00:00,10/06/2021 00:00,Bring Centre Ballymun Road,3.1,NORTH WEST,53.4058608,-6.2777923
06/05/2021 00:00,10/06/2021 00:00,Bring Centre Ballymun Library,3.1,NORTH WEST,53.4058608,-6.2777923
26/03/2021 00:00,10/06/2021 00:00,Bring Centre Ballyboggan Road,3.1,CENTRAL,53.3757932,-6.2977186
24/03/2021 00:00,10/06/2021 00:00,bRING cENTRE bALLYBOGGAN rOAD,3.1,CENTRAL,53.3757932,-6.2977186
23/03/2021 00:00,10/06/2021 00:00,Bring Centre Ballyboggan Road,3.1,CENTRAL,53.3757932,-6.2977186
30/04/2021 00:00,10/06/2021 00:00,Bring Centre Ballyboggan Road,3.1,CENTRAL,53.3757932,-6.2977186
29/04/2021 00:00,10/06/2021 00:00,Bring Centre Ballyboggan Road,3.1,CENTRAL,53.3757932,-6.2977186
31/05/2021 00:00,17/06/2021 00:00,Bottle Bank Walkinstown Road,3.1,SOUTH CENTRAL,53.3213304,-6.330175199999999
08/06/2021 00:00,17/06/2021 00:00,Benbulbin Road,3.1,SOUTH CENTRAL,53.3334092,-6.3114221
03/06/2021 00:00,17/06/2021 00:00,Forbes Lane,3.1,SOUTH CENTRAL,53.3394121,-6.2876522
20/03/2021 00:00,24/06/2021 00:00,Bring Centre Tonlegee Road,3.1,NORTH CENTRAL,53.3907807,-6.1833268
17/03/2021 00:00,27/06/2021 00:00,Bring Centre Tonlegee Road,3.1,NORTH CENTRAL,53.3907807,-6.1833268
13/05/2021 00:00,27/06/2021 00:00,Bring Cenmtre Tolka Valley Road,3.1,NORTH WEST,53.3783042,-6.3021173
14/05/2021 00:00,24/06/2021 00:00,Bring Centre Tolka Valley Road,3.1,NORTH WEST,53.3783042,-6.3021173
03/05/2021 00:00,24/06/2021 00:00,Bring Centre Tolka Valley Road,3.1,NORTH WEST,53.3783042,-6.3021173
26/06/2021 00:00,30/06/2021 00:00,Temple Lane South,3.1,SOUTH EAST,53.344883,-6.2642579
28/06/2021 00:00,30/06/2021 00:00,Temple Lane South,3.1,SOUTH EAST,53.344883,-6.2642579
22/06/2021 00:00,30/06/2021 00:00,Colepark Drive,3.1,SOUTH CENTRAL,53.3437713,-6.3510251
15/06/2021 00:00,01/07/2021 00:00,South William Street,3.1,SOUTH EAST,53.3421854,-6.2625291
12/06/2021 00:00,01/07/2021 00:00,East Essex Street,3.1,SOUTH EAST,53.3451338,-6.2659764
12/06/2021 00:00,01/07/2021 00:00,St. Andrews Street,3.1,SOUTH EAST,53.3435583,-6.2617372
16/06/2021 00:00,01/07/2021 00:00,Drury Street,3.1,SOUTH EAST,53.3422411,-6.2633802
16/06/2021 00:00,01/07/2021 00:00,Fownes Street Lower,3.1,SOUTH EAST,53.3458886,-6.2634549
16/06/2021 00:00,01/07/2021 00:00,Drury Street,3.1,SOUTH EAST,53.3422411,-6.2633802
17/06/2021 00:00,01/07/2021 00:00,South Anne Street,3.1,SOUTH EAST,53.3410931,-6.2593769
17/06/2021 00:00,01/07/2021 00:00,South William Street,3.1,SOUTH EAST,53.3421854,-6.2625291
17/06/2021 00:00,01/07/2021 00:00,South William Street,3.1,SOUTH EAST,53.3421854,-6.2625291
18/06/2021 00:00,01/07/2021 00:00,Dame Lane,3.1,SOUTH EAST,53.3438789,-6.2637512
05/07/2021 00:00,13/07/2021 00:00,Reillys Avenue,3.1,SOUTH CENTRAL,53.3339019,-6.2899412
06/07/2021 00:00,13/07/2021 00:00,Pimlico Cottages,3.1,SOUTH CENTRAL,53.3408568,-6.2817185
05/04/2021 00:00,13/07/2021 00:00,Bring Centre Whitehall Church,3.1,NORTH CENTRAL,53.3868698,-6.2545437
09/04/2021 00:00,13/07/2021 00:00,Bring Centre Whitehall Church,3.1,SOUTH CENTRAL,53.3868698,-6.2545437
25/04/2021 00:00,13/07/2021 00:00,Bring Centre Tolka Valley,3.1,NORTH WEST,53.3783042,-6.3021173
18/04/2021 00:00,13/07/2021 00:00,Bring Centre Kylemore Park North,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
18/04/2021 00:00,13/07/2021 00:00,Bring Centre Kylemore Park North,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
27/04/2021 00:00,13/07/2021 00:00,Bring Centre Kylemore Park north,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
18/04/2021 00:00,13/07/2021 00:00,Bring Centre Kylemore Park north,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
30/04/2021 00:00,13/07/2021 00:00,Bring Centre Kylemore Park North,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
29/04/2021 00:00,13/07/2021 00:00,Bring Centre Kylemore Park North,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
28/04/2021 00:00,13/07/2021 00:00,Bring Centrer Kylemore Park North,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
18/04/2021 00:00,13/07/2021 00:00,Bring Centre Kylemore park north,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
28/04/2021 00:00,13/07/2021 00:00,Bring Centre Kylemore Park North,3.1,SOUTH CENTRAL,53.3355498,-6.3516223
